Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 16:58:42;EURUSD;1.08603;1.08599;1.08653;1.08742;1.08588;1.0859;1.09384;1.08824;1.08481;55;39;45;1.09232;1.10104;1.10696;1.08716;1.08584;1.08552;1.09354;1.10314;1.11437;1.08946;1.08221;32;62;41;1.11108;1.12371;1.12797;25;23;0;0;0
2015.03.09 16:59:02;EURUSD;1.08586;1.08596;1.08651;1.08742;1.08587;1.08589;1.09384;1.08825;1.08477;53;39;44;1.09232;1.10104;1.10696;1.08714;1.08582;1.08551;1.09354;1.10314;1.11437;1.08945;1.0822;31;62;40;1.11108;1.12371;1.12797;24;28;0;0;0
2015.03.09 16:59:22;EURUSD;1.08586;1.08596;1.08651;1.08742;1.08587;1.08589;1.09384;1.08825;1.08477;53;39;44;1.09232;1.10104;1.10696;1.08714;1.08582;1.08551;1.09354;1.10314;1.11437;1.08945;1.0822;31;62;40;1.11108;1.12371;1.12797;24;28;0;0;0
2015.03.09 16:59:42;EURUSD;1.08587;1.08596;1.08651;1.08742;1.08587;1.0859;1.09384;1.08825;1.08477;53;39;44;1.09232;1.10104;1.10696;1.08714;1.08582;1.08551;1.09354;1.10314;1.11437;1.08945;1.0822;31;62;40;1.11108;1.12371;1.12797;24;28;0;0;0
2015.03.09 17:00:02;EURUSD;1.08594;1.0859;1.08635;1.08739;1.0859;1.08579;1.09375;1.08789;1.08481;48;44;45;1.09223;1.10095;1.1069;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;41;1.11079;1.12356;1.12788;24;23;0;0;-20
2015.03.09 17:00:22;EURUSD;1.08597;1.08591;1.08635;1.08739;1.0859;1.08579;1.09375;1.08789;1.08481;48;44;45;1.09223;1.10095;1.1069;1.08709;1.08597;1.08537;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.11079;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:00:42;EURUSD;1.08622;1.08594;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08485;51;45;47;1.09223;1.10095;1.1069;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08252;28;49;42;1.1108;1.12356;1.12788;25;24;0;0;-20
2015.03.09 17:01:02;EURUSD;1.08631;1.08596;1.08638;1.0874;1.08591;1.08579;1.09375;1.0879;1.08486;53;45;47;1.09223;1.10095;1.1069;1.08713;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;28;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:01:22;EURUSD;1.08634;1.08596;1.08638;1.0874;1.08591;1.08579;1.09375;1.0879;1.08486;53;45;48;1.09223;1.10095;1.1069;1.08714;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:01:42;EURUSD;1.08634;1.08596;1.08638;1.0874;1.08591;1.08579;1.09375;1.0879;1.08486;53;45;48;1.09223;1.10095;1.1069;1.08714;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:02:02;EURUSD;1.08633;1.08596;1.08638;1.0874;1.08591;1.08579;1.09375;1.0879;1.08486;53;45;48;1.09223;1.10095;1.1069;1.08714;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:02:22;EURUSD;1.08624;1.08595;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08485;52;45;47;1.09223;1.10095;1.1069;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;42;1.1108;1.12356;1.12788;25;24;0;0;-20
2015.03.09 17:02:42;EURUSD;1.08617;1.08594;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08484;51;45;46;1.09223;1.10095;1.1069;1.08711;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;24;0;0;-20
2015.03.09 17:03:02;EURUSD;1.08617;1.08594;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08484;51;45;46;1.09223;1.10095;1.1069;1.08711;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;24;0;0;-20
2015.03.09 17:03:22;EURUSD;1.08616;1.08593;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08484;51;45;46;1.09223;1.10095;1.1069;1.08711;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;22;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:04:14;EURUSD;1.08618;1.08594;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08485;51;45;47;1.09223;1.10095;1.1069;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08252;28;49;42;1.1108;1.12356;1.12788;25;24;0;0;-20
2015.03.09 17:04:34;EURUSD;1.08616;1.08593;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08484;51;45;46;1.09223;1.10095;1.1069;1.08711;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;22;0;0;-20
2015.03.09 17:04:54;EURUSD;1.0861;1.08593;1.08636;1.08739;1.08591;1.08579;1.09375;1.08789;1.08483;50;45;46;1.09223;1.10095;1.1069;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08252;27;49;42;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:05:14;EURUSD;1.08595;1.0859;1.08635;1.08739;1.0859;1.08579;1.09375;1.08789;1.08481;48;44;45;1.09223;1.10095;1.1069;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08944;1.0825;27;49;41;1.11079;1.12356;1.12788;24;23;0;0;-20
2015.03.09 17:05:34;EURUSD;1.08589;1.08589;1.08635;1.08739;1.0859;1.08579;1.09375;1.08789;1.0848;47;44;44;1.09223;1.10095;1.1069;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:05:54;EURUSD;1.08587;1.08589;1.08634;1.08739;1.0859;1.08579;1.09375;1.08789;1.0848;47;44;44;1.09223;1.10095;1.1069;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:06:13;EURUSD;1.08567;1.08586;1.08633;1.08738;1.0859;1.08579;1.09375;1.0879;1.08475;45;44;43;1.09223;1.10095;1.1069;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;48;40;1.11079;1.12355;1.12788;24;28;0;0;-20
2015.03.09 17:06:33;EURUSD;1.08556;1.08585;1.08632;1.08737;1.0859;1.08578;1.09375;1.08791;1.08473;43;43;42;1.09223;1.10095;1.1069;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08246;25;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:06:52;EURUSD;1.08564;1.08586;1.08633;1.08738;1.0859;1.08579;1.09375;1.08791;1.08475;44;44;43;1.09223;1.10095;1.1069;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:07:13;EURUSD;1.08558;1.08585;1.08632;1.08737;1.0859;1.08578;1.09375;1.08791;1.08473;44;43;42;1.09223;1.10095;1.1069;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:07:33;EURUSD;1.08557;1.08585;1.08632;1.08737;1.0859;1.08578;1.09375;1.08791;1.08473;44;43;42;1.09223;1.10095;1.1069;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:07:57;EURUSD;1.0855;1.08584;1.08632;1.08737;1.0859;1.08578;1.09375;1.08792;1.08471;43;43;42;1.09223;1.10095;1.1069;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:08:17;EURUSD;1.08534;1.08582;1.0863;1.08737;1.08589;1.08578;1.09375;1.08794;1.08467;41;43;41;1.09223;1.10095;1.1069;1.087;1.08592;1.08535;1.09316;1.1028;1.11414;1.08941;1.08244;23;48;39;1.11079;1.12355;1.12788;23;15;0;0;-20
2015.03.09 17:08:37;EURUSD;1.08541;1.08583;1.08631;1.08737;1.08589;1.08578;1.09375;1.08793;1.08469;42;43;42;1.09223;1.10095;1.1069;1.08701;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08245;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:08:40;EURUSD;1.08545;1.08583;1.08631;1.08737;1.08589;1.08578;1.09375;1.08792;1.0847;42;43;42;1.09223;1.10095;1.1069;1.08701;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08245;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:09:16;EURUSD;1.08545;1.08583;1.08631;1.08737;1.08589;1.08578;1.09375;1.08792;1.0847;42;43;42;1.09223;1.10095;1.1069;1.08701;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08245;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:09:37;EURUSD;1.08545;1.08583;1.08631;1.08737;1.08589;1.08578;1.09375;1.08792;1.0847;42;43;42;1.09223;1.10095;1.1069;1.08701;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08245;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:09:57;EURUSD;1.08555;1.08585;1.08632;1.08737;1.0859;1.08578;1.09375;1.08791;1.08472;43;43;42;1.09223;1.10095;1.1069;1.08702;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08246;24;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:10:17;EURUSD;1.08565;1.08586;1.08633;1.08738;1.0859;1.08579;1.09375;1.08791;1.08475;44;44;43;1.09223;1.10095;1.1069;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;27;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:10:40;EURUSD;1.08578;1.08588;1.08634;1.08738;1.0859;1.08579;1.09375;1.0879;1.08478;46;44;44;1.09223;1.10095;1.1069;1.08705;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:11:00;EURUSD;1.08578;1.08588;1.08634;1.08738;1.0859;1.08579;1.09375;1.0879;1.08478;46;44;44;1.09223;1.10095;1.1069;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:11:20;EURUSD;1.08585;1.08589;1.08634;1.08739;1.0859;1.08579;1.09375;1.08789;1.08479;47;44;44;1.09223;1.10095;1.1069;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:11:40;EURUSD;1.08579;1.08588;1.08634;1.08738;1.0859;1.08579;1.09375;1.0879;1.08478;46;44;44;1.09223;1.10095;1.1069;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:12:00;EURUSD;1.08596;1.08591;1.08635;1.08739;1.0859;1.08579;1.09375;1.08789;1.08481;48;44;45;1.09223;1.10095;1.1069;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.11079;1.12356;1.12788;25;23;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:12:29;EURUSD;1.08596;1.08591;1.08635;1.08739;1.0859;1.08579;1.09375;1.08789;1.08481;48;44;45;1.09223;1.10095;1.1069;1.08709;1.08597;1.08538;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:12:49;EURUSD;1.08614;1.08593;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08484;50;45;46;1.09223;1.10095;1.1069;1.08711;1.08598;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;22;0;0;-20
2015.03.09 17:13:10;EURUSD;1.08619;1.08594;1.08637;1.0874;1.08591;1.08579;1.09375;1.08789;1.08485;51;45;47;1.09223;1.10095;1.1069;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;24;0;0;-20
2015.03.09 17:13:29;EURUSD;1.08635;1.08596;1.08638;1.0874;1.08591;1.08579;1.09375;1.0879;1.08486;53;45;48;1.09223;1.10095;1.1069;1.08714;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:13:49;EURUSD;1.08644;1.08597;1.08639;1.08741;1.08591;1.08579;1.09375;1.0879;1.08487;54;45;48;1.09223;1.10095;1.1069;1.08715;1.08601;1.08539;1.09318;1.10281;1.11414;1.08948;1.08254;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:14:09;EURUSD;1.08642;1.08597;1.08639;1.08741;1.08591;1.08579;1.09375;1.0879;1.08487;54;45;48;1.09223;1.10095;1.1069;1.08715;1.08601;1.08539;1.09318;1.10281;1.11414;1.08948;1.08254;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:14:44;EURUSD;1.08634;1.08596;1.08638;1.0874;1.08591;1.08579;1.09375;1.0879;1.08486;53;45;48;1.09223;1.10095;1.1069;1.08715;1.08601;1.08539;1.09318;1.10281;1.11414;1.08948;1.08254;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20
2015.03.09 17:15:04;EURUSD;1.08643;1.08613;1.08627;1.08741;1.08595;1.0857;1.09366;1.08755;1.085;58;52;48;1.09215;1.10087;1.10685;1.08715;1.08601;1.08539;1.09318;1.10281;1.11414;1.08948;1.08254;29;49;43;1.1108;1.12356;1.12788;25;2;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:15:44;EURUSD;1.08615;1.08609;1.08625;1.0874;1.08595;1.0857;1.09366;1.08753;1.08497;54;51;46;1.09215;1.10087;1.10684;1.08711;1.08598;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:16:04;EURUSD;1.08614;1.08608;1.08625;1.0874;1.08595;1.0857;1.09366;1.08753;1.08497;54;51;46;1.09215;1.10087;1.10684;1.08711;1.08598;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:16:26;EURUSD;1.08594;1.08606;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08494;52;51;45;1.09215;1.10086;1.10684;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;41;1.11079;1.12356;1.12788;24;23;0;0;-20
2015.03.09 17:16:46;EURUSD;1.08606;1.08607;1.08625;1.0874;1.08595;1.08569;1.09366;1.08753;1.08496;53;51;46;1.09215;1.10087;1.10684;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:17:06;EURUSD;1.08587;1.08605;1.08623;1.08739;1.08594;1.08569;1.09366;1.08753;1.08493;51;50;45;1.09215;1.10086;1.10684;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:17:23;EURUSD;1.08582;1.08604;1.08623;1.08739;1.08594;1.08569;1.09366;1.08754;1.08492;50;50;44;1.09215;1.10086;1.10684;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;22;0;0;-20
2015.03.09 17:17:46;EURUSD;1.08578;1.08603;1.08622;1.08739;1.08594;1.08569;1.09366;1.08754;1.08491;50;50;44;1.09215;1.10086;1.10684;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;22;0;0;-20
2015.03.09 17:18:06;EURUSD;1.08606;1.08607;1.08625;1.0874;1.08595;1.08569;1.09366;1.08753;1.08496;53;51;46;1.09215;1.10086;1.10684;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:18:26;EURUSD;1.08603;1.08607;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08496;53;51;46;1.09215;1.10086;1.10684;1.08709;1.08598;1.08538;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:18:45;EURUSD;1.08624;1.0861;1.08626;1.0874;1.08595;1.0857;1.09366;1.08754;1.08498;55;51;47;1.09215;1.10087;1.10684;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:19:11;EURUSD;1.0863;1.08611;1.08626;1.08741;1.08595;1.0857;1.09366;1.08754;1.08499;56;52;47;1.09215;1.10087;1.10684;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;11;0;0;-20
2015.03.09 17:19:31;EURUSD;1.08602;1.08607;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08495;53;51;46;1.09215;1.10086;1.10684;1.08709;1.08598;1.08538;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:19:51;EURUSD;1.0861;1.08608;1.08625;1.0874;1.08595;1.08569;1.09366;1.08753;1.08497;54;51;46;1.09215;1.10087;1.10684;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08252;27;49;42;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:20:10;EURUSD;1.08604;1.08607;1.08624;1.0874;1.08595;1.08569;1.09366;1.08753;1.08496;53;51;46;1.09215;1.10086;1.10684;1.0871;1.08598;1.08538;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:20:30;EURUSD;1.08602;1.08607;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08495;53;51;46;1.09215;1.10086;1.10684;1.08709;1.08597;1.08538;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:20:51;EURUSD;1.08599;1.08606;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08495;52;51;45;1.09215;1.10086;1.10684;1.08709;1.08597;1.08538;1.09317;1.1028;1.11414;1.08944;1.08251;27;49;41;1.1108;1.12356;1.12788;25;23;0;0;-20
2015.03.09 17:21:11;EURUSD;1.08614;1.08609;1.08625;1.0874;1.08595;1.0857;1.09366;1.08753;1.08497;54;51;46;1.09215;1.10087;1.10684;1.08711;1.08598;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:21:30;EURUSD;1.0861;1.08608;1.08625;1.0874;1.08595;1.08569;1.09366;1.08753;1.08497;54;51;46;1.09215;1.10087;1.10684;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08252;27;49;42;1.1108;1.12356;1.12788;25;25;0;0;-20
2015.03.09 17:21:51;EURUSD;1.08591;1.08605;1.08623;1.08739;1.08594;1.08569;1.09366;1.08753;1.08494;51;51;45;1.09215;1.10086;1.10684;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;41;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:22:11;EURUSD;1.08589;1.08605;1.08623;1.08739;1.08594;1.08569;1.09366;1.08753;1.08493;51;50;45;1.09215;1.10086;1.10684;1.08707;1.08597;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;41;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:22:30;EURUSD;1.08593;1.08606;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08494;52;51;45;1.09215;1.10086;1.10684;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;41;1.11079;1.12356;1.12788;24;23;0;0;-20
2015.03.09 17:22:50;EURUSD;1.08592;1.08605;1.08624;1.08739;1.08595;1.08569;1.09366;1.08753;1.08494;51;51;45;1.09215;1.10086;1.10684;1.08708;1.08597;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;41;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:23:11;EURUSD;1.08587;1.08605;1.08623;1.08739;1.08594;1.08569;1.09366;1.08753;1.08493;51;50;45;1.09215;1.10086;1.10684;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:23:28;EURUSD;1.08584;1.08604;1.08623;1.08739;1.08594;1.08569;1.09366;1.08754;1.08492;50;50;45;1.09215;1.10086;1.10684;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:23:28;EURUSD;1.08584;1.08604;1.08623;1.08739;1.08594;1.08569;1.09366;1.08754;1.08492;50;50;45;1.09215;1.10086;1.10684;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:24:02;EURUSD;1.0858;1.08604;1.08623;1.08739;1.08594;1.08569;1.09366;1.08754;1.08491;50;50;44;1.09215;1.10086;1.10684;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;22;0;0;-20
2015.03.09 17:24:31;EURUSD;1.08579;1.08604;1.08623;1.08739;1.08594;1.08569;1.09366;1.08754;1.08491;50;50;44;1.09215;1.10086;1.10684;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.08249;26;49;40;1.11079;1.12355;1.12788;24;22;0;0;-20
2015.03.09 17:24:51;EURUSD;1.08587;1.08605;1.08623;1.08739;1.08594;1.08569;1.09366;1.08753;1.08493;51;50;45;1.09215;1.10086;1.10684;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:25:11;EURUSD;1.08577;1.08603;1.08622;1.08738;1.08594;1.08569;1.09366;1.08754;1.08491;49;50;44;1.09215;1.10086;1.10684;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08942;1.08249;26;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
