Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:25:31;EURUSD;1.08555;1.086;1.08621;1.08738;1.08594;1.08569;1.09366;1.08755;1.08486;47;50;43;1.09214;1.10086;1.10684;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08246;25;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:25:51;EURUSD;1.08563;1.08601;1.08621;1.08738;1.08594;1.08569;1.09366;1.08755;1.08488;48;50;43;1.09215;1.10086;1.10684;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:26:10;EURUSD;1.08534;1.08597;1.08619;1.08737;1.08593;1.08569;1.09366;1.08758;1.0848;44;49;42;1.09214;1.10086;1.10684;1.087;1.08592;1.08535;1.09316;1.1028;1.11414;1.08941;1.08244;23;48;39;1.11079;1.12355;1.12788;23;15;0;0;-20
2015.03.09 17:26:30;EURUSD;1.08539;1.08598;1.08619;1.08737;1.08593;1.08569;1.09366;1.08757;1.08482;45;49;42;1.09214;1.10086;1.10684;1.087;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08244;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:26:51;EURUSD;1.08532;1.08597;1.08619;1.08737;1.08593;1.08569;1.09366;1.08758;1.0848;44;49;42;1.09214;1.10086;1.10684;1.08699;1.08592;1.08535;1.09316;1.1028;1.11414;1.08941;1.08243;23;48;39;1.11079;1.12355;1.12788;23;15;0;0;-20
2015.03.09 17:27:11;EURUSD;1.08492;1.08591;1.08616;1.08735;1.08593;1.08568;1.09366;1.08765;1.08466;39;48;40;1.09214;1.10086;1.10684;1.08693;1.08589;1.08533;1.09315;1.10279;1.11413;1.08941;1.08237;21;48;37;1.11079;1.12355;1.12787;23;0;0;0;-20
2015.03.09 17:27:31;EURUSD;1.08517;1.08595;1.08618;1.08736;1.08593;1.08569;1.09366;1.0876;1.08475;42;49;41;1.09214;1.10086;1.10684;1.08697;1.08591;1.08534;1.09316;1.1028;1.11414;1.08941;1.08241;23;48;38;1.11079;1.12355;1.12787;23;5;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:27:58;EURUSD;1.08526;1.08596;1.08618;1.08737;1.08593;1.08569;1.09366;1.08759;1.08478;43;49;41;1.09214;1.10086;1.10684;1.08699;1.08592;1.08535;1.09316;1.1028;1.11414;1.08941;1.08243;23;48;39;1.11079;1.12355;1.12787;23;15;0;0;-20
2015.03.09 17:28:18;EURUSD;1.08534;1.08597;1.08619;1.08737;1.08593;1.08569;1.09366;1.08758;1.0848;44;49;42;1.09214;1.10086;1.10684;1.08699;1.08592;1.08535;1.09316;1.1028;1.11414;1.08941;1.08243;23;48;39;1.11079;1.12355;1.12788;23;15;0;0;-20
2015.03.09 17:28:38;EURUSD;1.0854;1.08598;1.0862;1.08737;1.08594;1.08569;1.09366;1.08757;1.08482;45;49;42;1.09214;1.10086;1.10684;1.087;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08244;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:28:56;EURUSD;1.08535;1.08597;1.08619;1.08737;1.08593;1.08569;1.09366;1.08758;1.08481;44;49;42;1.09214;1.10086;1.10684;1.087;1.08592;1.08535;1.09316;1.1028;1.11414;1.08941;1.08244;24;48;39;1.11079;1.12355;1.12788;23;15;0;0;-20
2015.03.09 17:29:18;EURUSD;1.08547;1.08599;1.0862;1.08737;1.08594;1.08569;1.09366;1.08756;1.08484;46;49;42;1.09214;1.10086;1.10684;1.08701;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08245;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:29:38;EURUSD;1.08553;1.086;1.08621;1.08738;1.08594;1.08569;1.09366;1.08756;1.08485;47;50;43;1.09214;1.10086;1.10684;1.08702;1.08594;1.08536;1.09317;1.1028;1.11414;1.08941;1.08246;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:29:58;EURUSD;1.08558;1.08601;1.08621;1.08738;1.08594;1.08569;1.09366;1.08755;1.08487;47;50;43;1.09214;1.10086;1.10684;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:30:18;EURUSD;1.0856;1.08597;1.08604;1.08727;1.08597;1.08558;1.09357;1.08713;1.08496;43;50;43;1.09205;1.10078;1.10679;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:30:38;EURUSD;1.08557;1.08596;1.08604;1.08727;1.08597;1.08558;1.09357;1.08713;1.08495;42;49;43;1.09205;1.10078;1.10679;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08246;25;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:30:59;EURUSD;1.08553;1.08596;1.08604;1.08726;1.08597;1.08557;1.09357;1.08713;1.08494;42;49;43;1.09205;1.10077;1.10679;1.08702;1.08594;1.08536;1.09317;1.1028;1.11414;1.08941;1.08246;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:31:19;EURUSD;1.08568;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08498;44;50;44;1.09205;1.10078;1.10679;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:31:38;EURUSD;1.08576;1.08599;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08499;45;50;44;1.09206;1.10078;1.10679;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08942;1.08249;26;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 17:32:24;EURUSD;1.08563;1.08597;1.08604;1.08727;1.08597;1.08558;1.09357;1.08712;1.08496;43;50;43;1.09205;1.10078;1.10679;1.08704;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:32:44;EURUSD;1.08562;1.08597;1.08604;1.08727;1.08597;1.08558;1.09357;1.08712;1.08496;43;50;43;1.09205;1.10078;1.10679;1.08704;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:33:03;EURUSD;1.08567;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08497;44;50;44;1.09205;1.10078;1.10679;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;48;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:33:24;EURUSD;1.0857;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08498;44;50;44;1.09205;1.10078;1.10679;1.08705;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:33:44;EURUSD;1.08564;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08497;43;50;44;1.09205;1.10078;1.10679;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:34:03;EURUSD;1.08564;1.08597;1.08604;1.08727;1.08597;1.08558;1.09357;1.08712;1.08497;43;50;43;1.09205;1.10078;1.10679;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;40;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:34:23;EURUSD;1.08558;1.08597;1.08604;1.08727;1.08597;1.08558;1.09357;1.08713;1.08495;43;49;43;1.09205;1.10078;1.10679;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:34:43;EURUSD;1.08568;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08498;44;50;44;1.09205;1.10078;1.10679;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:35:04;EURUSD;1.08568;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08498;44;50;44;1.09205;1.10078;1.10679;1.08704;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:35:23;EURUSD;1.08574;1.08599;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08499;45;50;44;1.09205;1.10078;1.10679;1.08705;1.08595;1.08537;1.09317;1.1028;1.11414;1.08942;1.08248;26;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:35:42;EURUSD;1.08576;1.08599;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08499;45;50;44;1.09206;1.10078;1.10679;1.08706;1.08596;1.08537;1.09317;1.1028;1.11414;1.08942;1.08249;26;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:36:03;EURUSD;1.08587;1.08601;1.08606;1.08728;1.08598;1.08558;1.09357;1.08712;1.08501;46;50;45;1.09206;1.10078;1.10679;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;25;0;0;-20
2015.03.09 17:36:24;EURUSD;1.08586;1.08601;1.08606;1.08728;1.08598;1.08558;1.09357;1.08712;1.08501;46;50;45;1.09206;1.10078;1.10679;1.08707;1.08596;1.08537;1.09317;1.1028;1.11414;1.08943;1.0825;26;49;40;1.11079;1.12355;1.12788;24;25;0;0;-20
2015.03.09 17:36:42;EURUSD;1.0861;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08252;27;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:37:03;EURUSD;1.08617;1.08605;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;50;51;47;1.09206;1.10078;1.10679;1.08711;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:37:24;EURUSD;1.08625;1.08606;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;51;51;48;1.09206;1.10078;1.10679;1.08713;1.08599;1.08539;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:37:44;EURUSD;1.08615;1.08605;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;50;51;47;1.09206;1.10078;1.10679;1.08711;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:38:04;EURUSD;1.08615;1.08605;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;50;51;47;1.09206;1.10078;1.10679;1.08711;1.08598;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:38:23;EURUSD;1.08618;1.08605;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;50;51;47;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:38:43;EURUSD;1.0861;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08252;27;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:39:04;EURUSD;1.08622;1.08606;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;51;51;48;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:39:24;EURUSD;1.08633;1.08607;1.0861;1.0873;1.08598;1.08558;1.09357;1.08714;1.08506;52;51;48;1.09206;1.10078;1.10679;1.08713;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;28;49;43;1.1108;1.12356;1.12788;25;8;0;0;-20
2015.03.09 17:39:44;EURUSD;1.08623;1.08606;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;51;51;48;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:40:04;EURUSD;1.0863;1.08607;1.0861;1.08729;1.08598;1.08558;1.09357;1.08714;1.08505;52;51;48;1.09206;1.10078;1.10679;1.08713;1.086;1.08539;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;43;1.1108;1.12356;1.12788;25;14;0;0;-20
2015.03.09 17:40:24;EURUSD;1.08624;1.08606;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;51;51;48;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:40:44;EURUSD;1.08619;1.08605;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;50;51;47;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:41:04;EURUSD;1.0862;1.08605;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;50;51;47;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:41:24;EURUSD;1.08628;1.08607;1.08609;1.08729;1.08598;1.08558;1.09357;1.08714;1.08505;52;51;48;1.09206;1.10078;1.10679;1.08713;1.086;1.08539;1.09318;1.10281;1.11414;1.08946;1.08253;28;49;42;1.1108;1.12356;1.12788;25;14;0;0;-20
2015.03.09 17:41:44;EURUSD;1.08631;1.08607;1.0861;1.08729;1.08598;1.08558;1.09357;1.08714;1.08505;52;51;48;1.09206;1.10078;1.10679;1.08713;1.086;1.08539;1.09318;1.10281;1.11414;1.08947;1.08253;28;49;43;1.1108;1.12356;1.12788;25;8;0;0;-20
2015.03.09 17:42:03;EURUSD;1.08619;1.08605;1.08609;1.08729;1.08598;1.08558;1.09357;1.08713;1.08505;50;51;47;1.09206;1.10078;1.10679;1.08712;1.08599;1.08538;1.09318;1.10281;1.11414;1.08945;1.08252;28;49;42;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:42:18;EURUSD;1.08609;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08251;27;49;41;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:42:18;EURUSD;1.08609;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08251;27;49;41;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:42:18;EURUSD;1.08609;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08251;27;49;41;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:42:18;EURUSD;1.08609;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08251;27;49;41;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:42:18;EURUSD;1.08609;1.08604;1.08608;1.08729;1.08598;1.08558;1.09357;1.08712;1.08504;49;51;47;1.09206;1.10078;1.10679;1.0871;1.08598;1.08538;1.09318;1.1028;1.11414;1.08945;1.08251;27;49;41;1.1108;1.12356;1.12788;25;15;0;0;-20
2015.03.09 17:44:00;EURUSD;1.08569;1.08598;1.08605;1.08727;1.08597;1.08558;1.09357;1.08712;1.08498;44;50;44;1.09205;1.10078;1.10679;1.08705;1.08595;1.08536;1.09317;1.1028;1.11414;1.08942;1.08248;25;49;40;1.11079;1.12355;1.12788;24;27;0;0;-20
2015.03.09 17:44:24;EURUSD;1.08558;1.08597;1.08604;1.08727;1.08597;1.08558;1.09357;1.08713;1.08495;43;49;43;1.09205;1.10078;1.10679;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08247;25;48;39;1.11079;1.12355;1.12788;24;23;0;0;-20
2015.03.09 17:44:43;EURUSD;1.08551;1.08596;1.08604;1.08726;1.08597;1.08557;1.09357;1.08713;1.08494;42;49;43;1.09205;1.10077;1.10679;1.08702;1.08594;1.08536;1.09316;1.1028;1.11414;1.08941;1.08246;24;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20
2015.03.09 17:45:04;EURUSD;1.08546;1.08587;1.08587;1.08714;1.086;1.08555;1.09347;1.08666;1.08508;29;45;42;1.09196;1.10069;1.10673;1.08701;1.08593;1.08535;1.09316;1.1028;1.11414;1.08941;1.08245;24;48;39;1.11079;1.12355;1.12788;24;15;0;-10;-20
2015.03.09 17:45:24;EURUSD;1.08556;1.08589;1.08588;1.08714;1.086;1.08555;1.09347;1.08665;1.08511;30;45;43;1.09196;1.10069;1.10673;1.08703;1.08594;1.08536;1.09317;1.1028;1.11414;1.08942;1.08246;25;48;39;1.11079;1.12355;1.12788;24;15;0;0;-20

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.10 15:01:49;EURUSD;1.07331;1.07459;1.07487;1.077;1.07929;1.08248;1.08488;1.07686;1.07287;8;26;31;1.08358;1.09304;1.10081;1.08476;1.08509;1.08488;1.09253;1.10236;1.11384;1.09271;1.07747;9;34;19;1.11044;1.12338;1.12776;13;0;-13;-15;-30
2015.03.10 15:02:08;EURUSD;1.07349;1.07461;1.07488;1.077;1.07929;1.08248;1.08488;1.07683;1.07293;9;27;32;1.08358;1.09304;1.10081;1.07619;1.07855;1.08183;1.08425;1.09502;1.10839;1.08524;1.07186;11;20;18;1.10521;1.12018;1.12536;9;0;0;-15;-30
2015.03.10 15:02:28;EURUSD;1.07396;1.07468;1.07492;1.07702;1.0793;1.08248;1.08488;1.07677;1.07306;14;28;35;1.08358;1.09304;1.10081;1.07626;1.07859;1.08185;1.08426;1.09503;1.1084;1.08517;1.07201;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:02:48;EURUSD;1.07393;1.07468;1.07491;1.07702;1.0793;1.08248;1.08488;1.07677;1.07305;13;28;35;1.08358;1.09304;1.10081;1.07625;1.07859;1.08185;1.08426;1.09503;1.1084;1.08518;1.07199;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:03:09;EURUSD;1.0738;1.07466;1.0749;1.07701;1.0793;1.08248;1.08488;1.07679;1.07302;12;27;34;1.08358;1.09304;1.10081;1.07623;1.07858;1.08185;1.08426;1.09503;1.10839;1.0852;1.07195;12;20;20;1.10521;1.12018;1.12536;10;0;0;-15;-30
2015.03.10 15:03:28;EURUSD;1.07376;1.07465;1.0749;1.07701;1.0793;1.08248;1.08488;1.07679;1.07301;12;27;34;1.08358;1.09304;1.10081;1.07623;1.07857;1.08184;1.08426;1.09503;1.10839;1.0852;1.07194;12;20;20;1.10521;1.12018;1.12536;10;0;0;-15;-30
2015.03.10 15:03:49;EURUSD;1.07367;1.07464;1.07489;1.07701;1.0793;1.08248;1.08488;1.0768;1.07298;11;27;33;1.08358;1.09304;1.10081;1.07621;1.07857;1.08184;1.08426;1.09502;1.10839;1.08522;1.07191;12;20;19;1.10521;1.12018;1.12536;9;0;0;-15;-30
2015.03.10 15:04:09;EURUSD;1.07389;1.07467;1.07491;1.07702;1.0793;1.08248;1.08488;1.07677;1.07305;13;28;35;1.08358;1.09304;1.10081;1.07625;1.07858;1.08185;1.08426;1.09503;1.1084;1.08518;1.07198;12;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:04:29;EURUSD;1.07402;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07308;14;28;35;1.08358;1.09304;1.10081;1.07626;1.07859;1.08185;1.08426;1.09503;1.1084;1.08516;1.07202;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:04:49;EURUSD;1.07421;1.07472;1.07493;1.07703;1.07931;1.08248;1.08488;1.07675;1.07312;16;28;37;1.08358;1.09304;1.10081;1.07629;1.07861;1.08186;1.08427;1.09503;1.1084;1.08514;1.07208;14;21;22;1.10521;1.12018;1.12537;11;0;0;-15;-30
2015.03.10 15:05:09;EURUSD;1.07415;1.07471;1.07493;1.07703;1.07931;1.08248;1.08488;1.07675;1.07311;15;28;36;1.08358;1.09304;1.10081;1.07628;1.0786;1.08186;1.08427;1.09503;1.1084;1.08515;1.07206;13;21;22;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:05:28;EURUSD;1.07412;1.0747;1.07493;1.07703;1.07931;1.08248;1.08488;1.07675;1.0731;15;28;36;1.08358;1.09304;1.10081;1.07628;1.0786;1.08186;1.08427;1.09503;1.1084;1.08515;1.07205;13;21;22;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:05:48;EURUSD;1.07405;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07308;14;28;35;1.08358;1.09304;1.10081;1.07627;1.07859;1.08185;1.08427;1.09503;1.1084;1.08516;1.07203;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:05:55;EURUSD;1.07405;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07308;14;28;35;1.08358;1.09304;1.10081;1.07627;1.07859;1.08185;1.08427;1.09503;1.1084;1.08516;1.07203;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:06:27;EURUSD;1.07404;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07308;14;28;35;1.08358;1.09304;1.10081;1.07627;1.07859;1.08185;1.08427;1.09503;1.1084;1.08516;1.07203;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:06:49;EURUSD;1.07406;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07309;15;28;36;1.08358;1.09304;1.10081;1.07627;1.0786;1.08186;1.08427;1.09503;1.1084;1.08516;1.07203;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:07:08;EURUSD;1.07405;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07309;15;28;36;1.08358;1.09304;1.10081;1.07627;1.0786;1.08186;1.08427;1.09503;1.1084;1.08516;1.07203;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:07:29;EURUSD;1.07408;1.0747;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07309;15;28;36;1.08358;1.09304;1.10081;1.07627;1.0786;1.08186;1.08427;1.09503;1.1084;1.08515;1.07204;13;20;22;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:07:49;EURUSD;1.07404;1.07469;1.07492;1.07702;1.07931;1.08248;1.08488;1.07676;1.07308;14;28;35;1.08358;1.09304;1.10081;1.07627;1.07859;1.08185;1.08427;1.09503;1.1084;1.08516;1.07203;13;20;21;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:08:08;EURUSD;1.07417;1.07471;1.07493;1.07703;1.07931;1.08248;1.08488;1.07675;1.07311;16;28;36;1.08358;1.09304;1.10081;1.07629;1.0786;1.08186;1.08427;1.09503;1.1084;1.08514;1.07206;13;21;22;1.10521;1.12018;1.12537;10;0;0;-15;-30
2015.03.10 15:08:29;EURUSD;1.07427;1.07472;1.07494;1.07703;1.07931;1.08248;1.08488;1.07674;1.07313;17;28;37;1.08358;1.09304;1.10081;1.0763;1.07861;1.08186;1.08427;1.09503;1.1084;1.08513;1.07209;14;21;23;1.10521;1.12018;1.12537;11;0;0;-15;-30
2015.03.10 15:08:49;EURUSD;1.07429;1.07473;1.07494;1.07703;1.07931;1.08248;1.08488;1.07674;1.07314;17;28;37;1.08358;1.09304;1.10081;1.0763;1.07861;1.08186;1.08427;1.09503;1.1084;1.08513;1.0721;14;21;23;1.10521;1.12018;1.12537;11;0;0;-15;-30
